Title,Ideology,Country,URL,TWHandle,TWSim,YTId,YTUser
EJ Insight (EJI),Center,NA,http://www.ejinsight.com,ejinsightfeed,0.8181818182,,
El Nuevo Dia,Center,Puerto Rico,https://www.elnuevodia.com,elnuevodia,1,UC-VP7uBgZvooMsjP5TNNPLw,
El Pais,Left-center,NA,https://elpais.com,el_pais,0.9230769231,UCnsvJeZO4RigQ898WdDNoBw,elpaiscom
El Paso Times,Left-center,NA,https://www.elpasotimes.com,elpasotimes,1,UCO76nfOYxfjdTeS0HFDiSwA,elpasotimesonline
Electoral Vote.com,Left,Netherlands,https://www.electoral-vote.com,votemaster,0.3333333333,,
Electronic Frontier Foundation,Left-center,NA,https://www.eff.org,eff,1,UCS66aeKQNvJSOOGPjVHDE3Q,EFForg
Electronic Intifada,Left,USA,https://electronicintifada.net,intifada,0.6153846154,UC9jY5IcAA99wX8MZQ9K9r-Q,electronicIntifada
Elisabeth Parker,Left,NA,https://elisabethparker.com,iamelisabethp,0.7142857143,,
Elite Daily,Left,NA,https://www.elitedaily.com,elitedaily,1,UCuq5zqTO-fjggZMiXi2FzWg,
Elko Daily Free Press,Center,NA,https://elkodaily.com,elkodaily,1,UCHQ156PowB3ur5vLR_KM9OA,ElkoDaily
Emerging Europe,Left-center,United Kingdom,https://emerging-europe.com,_emergingeurope,0.9333333333,UCgr3KtU_55zHpHLNGcCAwug,whyemergingeurope
Emirates 24/7,Left-center,NA,https://www.emirates247.com,emirates247,1,UCA2T-NiL2JgFHn1vVws0bvQ,Emirates247channel
Empty Wheel,Left-center,NA,https://www.emptywheel.net,emptywheel,1,,
Energy Citizens,Right,NA,https://energycitizens.org,energycitizens,1,UCb8LTGsRgfdb7Zgy5NTq48Q,EnergyCitizens
Engadget,Left-center,NA,https://www.engadget.com,engadget,1,UC-6OW5aJYBFM33zXQlBKPNA,engadget
Entertainment Weekly,Left-center,USA,https://ew.com,ew,1,UClWCQNaggkMW7SDtS3BkEBg,ew
Erie Times News,Center,USA,https://www.goerie.com,goerie,1,UCF5cQ4U5Py2DtIQaSA0ftPA,goerievideo
ERR News (Estonia Public Broadcasting),Center,NA,https://news.err.ee,errnews,0.5333333333,UCm_nC5tCINsywP85RJJ6jiQ,ERRNews
Esquire Magazine,Left,USA,https://www.esquire.com,esquire,1,UCLPVHOw25Eu8CCKTxL5TgCA,EsquireMag
Ethics & Religious Liberty Commission (ERLC),Right,NA,https://erlc.com,erlc,1,UCutFChK6m2a_8PFcLIu_g_w,
Ethics and Public Policy Center (EPPC),Right-center,USA,https://eppc.org,eppcdc,0.8,UChVLw41xEgAsaf3leQjD2Pg,TheEPPC
EU Observer,Left-center,NA,https://euobserver.com,euobs,0.6666666667,UCKfYMeNPntygVHEdT1X5V0A,euobservertv
Euractiv,Left-center,NA,https://www.euractiv.com,euractiv,1,UCDCgvwyjJqZWYs6j0D2FF6g,EUXTV
Eurasia Group,Center,NA,https://www.eurasiagroup.net,eurasiagroup,1,UCAbvdK-BSH7rXRiHouRACLg,
Eurasia Review,Center,NA,https://www.eurasiareview.com,eurasiareview,1,UCmHL2CjQNTh89WpMrnDAWAQ,eurasiareview
Euronews,Center,France,https://www.euronews.com,euronews,1,UCSrZ3UV4jOidv8ppoVuvW9Q,euronews
Every CRS Report,Center,NA,https://www.everycrsreport.com,everycrsreport,1,,
Everyday Feminism,Left,NA,https://everydayfeminism.com,evrydayfeminism,0.9677419355,,
Evonomics,Left,NA,https://evonomics.com,evonomicsmag,0.8571428571,,
Exposing the Truth,Left-center,NA,https://www.exposingtruth.com,exposing4truth,0.962962963,UCMczDezMEsAoTEmdOuDQtRw,ExposingTheTruthTv
Expressen,Right-center,Sweden,https://www.expressen.se,expressen,1,UCfCk_ylzLy6nz2NpW25DY5w,ExpressenTV
ExtraNewsFeed,Left,USA,https://extranewsfeed.com,extranewsfeed,1,,
Eye of The Tiber,Center,USA,http://www.eyeofthetiber.com,eyeofthetiber,1,,
FactCheck.org,Center,USA,https://www.factcheck.org,factcheckdotorg,0.75,UCc_VNUgjPdpaQdoHRVcCRYQ,FlackCheck
FactsCan,Center,NA,http://factscan.ca,factscan,1,,
Factwire News Agency,Center,NA,https://www.factwire.org,factwireworld,0.7619047619,UC5JpcU7ZNpkvYEw8VGF08_A,
Fair Observer,Center,NA,https://www.fairobserver.com,myfairobserver,0.9230769231,UC0u96nGnEX5liM9S3vkN9YQ,
Fairness & Accuracy in Reporting (FAIR),Left-center,USA,https://fair.org,fairmediawatch,0.4444444444,,
FairVote,Left-center,USA,https://www.fairvote.org,fairvote,1,UCb8R3tlbcYaE5J5-HUBf7mw,fairvote
FaithWire,Right,USA,https://www.faithwire.com,faithwirenews,0.8181818182,UC1H4DHSOO02Yvz-IKiLxeVg,
Far Left Watch,Right,USA,https://farleftwatch.com,farleftwatch,1,,
Fast Company Magazine,Left-center,USA,https://www.fastcompany.com,fastcompany,1,UCqeXB2WsPdzcdCdP-bUc52g,FastCompany
FDD’s Long War Journal,Right-center,USA,https://www.longwarjournal.org,longwarjournal,1,UC3o_ZFEN9qfAJVglle8Mn8A,
Federal News Network,Center,USA,https://federalnewsnetwork.com,federalnewsnet,0.875,UCwRlM9kpjl9GwPyig86wOaA,
Federal Times,Center,NA,https://www.federaltimes.com,federaltimes,1,UC3Xsk2V_ohGhRn-9--GUGaw,
Federalist Society,Right,USA,https://fedsoc.org,princetonfedsoc,0.5714285714,UCMk8U2Hmfdxqn3zrCq2g9oQ,TheFederalistSociety
Feminist Current,Left,Canada,https://www.feministcurrent.com,feministcurrent,1,,
Feminist Frequency,Left-center,NA,https://feministfrequency.com,femfreq,0.5833333333,UC7Edgk9RxP7Fm7vjQ1d-cDA,feministfrequency
Feministing,Left,USA,http://feministing.com,feministing,1,UCLsugInZe6elmRlM5AJ_O-g,Feministing
Fifth Estate,Left,NA,https://www.fifthestate.org,fifthestatemag,0.88,,
Fight for the Future,Left-center,NA,https://www.fightforthefuture.org,fightfortheftr,0.9032258065,UC8QlojxJEilcCFExqn4qc2A,
Financial Express,Center,NA,https://www.financialexpress.com,financialxpress,0.9677419355,UCmk6ZFMy1CT80orXca4tKew,
Financial Post,Right-center,Canada,https://business.financialpost.com,financialpost,1,UCYuLCUHAoN1fs3pZi3WPRnA,thefinancialpost
Financial Times,Center,United Kingdom,https://www.ft.com,financialtimes,0.25,UCoUxsWakJucWg46KW5RsvPw,FinancialTimesVideos
Finnish News,Left,Finland,https://www.finnishnews.fi,finnishnew,0.9523809524,,
Firearms News,Right-center,USA,https://www.firearmsnews.com,firearmsnewsmag,0.8888888889,UCkLUuG6dr_6xZOEjMLOVhoA,
First Coast News,Center,USA,https://www.firstcoastnews.com,fcn2go,0.3,UCJCdiZtw9zStiR3xgnp7qlg,
First Draft News,Center,USA,https://firstdraftnews.org,firstdraftnews,1,UC0TIBS0JDWs3XPjVjcVPdEg,
First in Freedom Daily,Right,NA,https://firstinfreedomdaily.com,fifdaily,0.5925925926,UCrAoabPWbTqZLl8lwHCwQdw,
First Post,Left,NA,https://www.firstpost.com,firstpost,1,UCLnuTrdp3MBzo9ZPig5szbQ,Firstpostin
First Things Magazine,Right,NA,https://www.firstthings.com,firstthingsmag,0.88,,
FitsNews,Right-center,NA,https://www.fitsnews.com,fitsnews,1,UCyvwOhw3yQG6-EGwzx8sS6w,fitsnews
FiveThirtyEight,Left-center,USA,https://fivethirtyeight.com,fivethirtyeight,1,UCFTSB49Ut6hNt08IdfS5UbA,FiveThirtyEight
Florida Times Union,Right-center,USA,https://www.jacksonville.com,jaxdotcom,0.380952381,UCuiwOLwhflDAUOd6sFoftoQ,jaxdotcom
Food and Water Watch,Left,USA,https://www.foodandwaterwatch.org,foodandwater,0.8275862069,UCwLpzY6cUOEZAOwmIAez26A,GoodFoodnH2O
Forbes,Right-center,USA,https://www.forbes.com,forbes,1,UCmh7afBz-uWwOSSNTqUBAhg,forbes
Foreign Affairs,Center,USA,https://www.foreignaffairs.com,foreignaffairs,1,UCCInRC_-mCbDo0XvLArVV3Q,ForeignAffairsMag
Foreign Policy,Center,USA,https://foreignpolicy.com,foreignpolicy,1,UCcFLnUJF1O7QYHMZiByrJvQ,
Foreign Policy in Focus,Left-center,USA,https://fpif.org,fpif,1,,
Foreign Policy Initiative,Right-center,NA,https://foreignpolicyi.org,foreignpolicyi,1,,
Foreign Policy Journal,Left,USA,https://www.foreignpolicyjournal.com,forpoljournal,0.7878787879,UCUfu_TleffkvkK4t8MPpZWQ,ForeignPolicyJournal
Foreign Policy News,Left,USA,https://foreignpolicynews.org,foreignpolicyns,0.9375,UCef5LW_IXrGLIUiTQSCv6VA,
Foreign Policy Research Institute,Right-center,USA,https://www.fpri.org,fpri,1,UCYB1ercr0h50goIy2yEMvIA,
Fort Bend Herald,Right-center,NA,https://www.fbherald.com,fbherald,1,,
Fort Worth Star Telegram,Right-center,USA,https://www.star-telegram.com,startelegram,0.96,UCs4TGanvFtdeg4E4Muggm9g,startelegramvideo
Fort Worth Weekly,Left-center,NA,https://www.fwweekly.com,fortworthweekly,0.6956521739,UCYuhv8McIA_0znEhEkaCn8Q,
Fortnightly Review,Right-center,NA,https://fortnightlyreview.co.uk,thefortnightly,0.7096774194,,
Fortune Magazine,Right-center,USA,https://fortune.com,fortunemagazine,0.6363636364,UCP2gdh7HfjgCoi8lO50dA5w,FortuneMagazineVideo
Foster’s Daily Democrat,Center,USA,https://www.fosters.com,fostersdailydem,0.6363636364,UCSa8Sj304KA9u9FNGLcFlKw,fosters08
Foundation for Defense of Democracies,Right,USA,https://www.fdd.org,fdd,1,UC92qc2WwrEdmJ7ThqGR9yfw,defendingdemocracy
Foundation for Economic Education,Right-center,USA,https://fee.org,feeonline,0.5,UCialsmUlTRABKPw31VDx1eQ,feeseminars
Fox Business,Right-center,USA,https://www.foxbusiness.com,foxbusiness,1,UCCXoCcu9Rp7NPbTzIvogpZg,FoxBusinessNetwork
Fox News,Right,USA,https://www.foxnews.com,foxnews,1,UCXIJgqnII2ZOINSWNOGFThA,FoxNewsChannel
France24,Center,France,https://www.france24.com,france24,1,UCCCPCZNChQdGa9EkATeye4g,france24
Franklin Center for Government and Public Integrity,Right-center,NA,https://www.franklinnews.org,franklincenter,0.6923076923,UCrz516XcbLZXwf4ZYIRZpGg,thefranklincenter
Fraser Institute,Right-center,Canada,https://www.fraserinstitute.org,fraserinstitute,1,UCf5Ow5haYUhnADeYTzdsF-g,FraserInstitute
Freakonomics Radio,Left-center,NA,https://freakonomics.com,freakonomics,1,UCoNu78-9hNkgWXmIvJUCfzQ,
Free Press,Left,NA,https://freepress.org,freepressorg,0.8571428571,,
Free West Media,Right,NA,https://freewestmedia.com,freewestmedia,1,,
Free Wheel Media,Center,NA,https://freewheelus.com,freewheel_media,0.6923076923,,
Freedom Alliance,Right-center,USA,https://freedomalliance.org,freedomalliance,1,UCRP7M3VukjWQ7pXYTJHtckQ,thefreedomalliance
Freedom Crossroads,Right,NA,http://freedomcrossroads.com,freedomxroads,0.8,UCI32dSCZegitIUdCZoNFDaQ,
Freedom From Religion Foundation (FFRF),Left,USA,https://ffrf.org,ffrf,1,UC28jWiP7HV6mBBW3C8AXuEg,FFRForg
Freedom House,Right-center,USA,https://freedomhouse.org,freedomhouse,1,UCR4ofDRyrglH6X0x8rajF9w,FreedomHouseDC
Freedom News and Journal,Left,NA,https://freedomnews.org.uk,freedom_paper,0.6666666667,UCOCmlobISshBIjiNVVQUI1Q,
Freedom Works,Right,USA,https://www.freedomworks.org,freedomworks,1,UCh2Lgr3oLSvY3m4_tXJ8Dtw,FreedomWorksAction
Fresno Bee,Left-center,USA,https://www.fresnobee.com,fresnobee,1,UCZvZ0x94IKEjEB7yomwNOCQ,thefresnobee
Front Page Live,Left,USA,https://www.frontpagelive.com,frontpage_live,0.962962963,UCLiVYX4--R2vM5KLGK2S2WA,
Frontiers of Freedom,Right,NA,https://www.ff.org,fof_liberty,0.3076923077,UCtkJidnXg0zdve8KovKK8Hw,
FStv (freespeech.org),Left,USA,https://freespeech.org,freespeechtv,0.9090909091,UCv1RrKT8zaa5J1ueqCmMfsw,freespeechtv
Full Fact (UK),Center,United Kingdom,https://fullfact.org,fullfact,1,UCfEoP_mHXFmFJTTDKX2vhDg,FullFactorg
Fusion,Left-center,USA,https://fusion.tv,fusiontv,0.8571428571,UCd2QBrKT_GzjlsMOX4lLHOQ,thisisfusion
Future in America,Right,NA,https://ourfutureinamerica.org,futureinamerica,0.9090909091,,
Gainesville Sun,Center,USA,https://www.gainesville.com,gainesvillesun,0.88,UCy7u8qNyZ4wRn4xBEkm_NNg,GainesvilleSun
Gallup,Center,USA,https://news.gallup.com,gallupnews,0.75,UC2dTfkMAnI7_kco6QK7sQuA,
Gay Star News,Left-center,NA,https://www.gaystarnews.com,gaystarnews,1,UCF84AcvzViybFvmNsiA_gIw,GayStarNewsLtd
GBTimes,Center,NA,https://gbtimes.com,gbtimescom,0.8235294118,UC7i1ssDCPAcQ_qDi7o0JKtg,radio86channel
Geek.com,Center,USA,https://www.geek.com,geekdotcom,0.5714285714,UCvf7BnZwwfqYH3C7ELZCHjg,wwwgeekdotcom
Geopolitics Alert,Left,USA,https://geopoliticsalert.com,gpworldnews,0.2222222222,,
Get Religion,Right,NA,https://www.getreligion.org,getreligion,1,,
Gizmodo,Left,USA,https://www.gizmodo.com,gizmodo,1,UCxFmw3IUMDUC1Hh7qDjtjZQ,
Glamour Magazine,Left-center,NA,https://www.glamourmagazine.co.uk,glamourmaguk,0.7407407407,UCaimRMbg1TJV2h0XiZGqHMQ,glamour
Global Citizen,Left-center,USA,https://www.globalcitizen.org,glblctzn,0.7619047619,UCg3_C7BwcV0kBlJbBFHTPJQ,globalpovertyproject
Global Integrity,Center,USA,https://www.globalintegrity.org,globalintegrity,1,UCFuNeG9LeipxUs7Nnz_DyOg,GLOBALINTEGRITY
Global News,Left-center,Canada,https://globalnews.ca,globalnews,1,UChLtXXpo4Ge1ReTEboVvTDg,GlobalToronto
Global Risk Insights (GRI),Left-center,NA,https://globalriskinsights.com,risk_insights,0.7741935484,UC3nyQqxB_l7_IkOCt8GPkAg,
Global Slavery Index,Center,Australia,https://www.globalslaveryindex.org,minderoo,0.3076923077,UCIBji3Mi8VT-zZvo2cATLVQ,
Global Times (China),Left-center,China,http://www.globaltimes.cn,globaltimesnews,0.8461538462,UCO9SfFMUHEeMXt1EKIcN1oA,GlobalTimesNews
Global Voices,Left,USA,https://globalvoices.org,globalvoices,1,UCjQdjzWAwgJ-4BAtTjUXwWg,
Globe Gazette (Iowa),Center,USA,https://globegazette.com,globegazette,1,UC4CD45NY_alExc5HyQ2Atsg,
Good Magazine,Left,NA,https://www.good.is,good,1,UCeHHAF22PljrnnjskZeljmg,goodmagazine
GoodNewsNetwork,Center,NA,https://www.goodnewsnetwork.org,goodnewsnetwork,1,UCyl1HT0KZdM2mFGXwvXikfA,goodnewsnetwork
Google News,Left-center,USA,https://news.google.com,googlenews,0.75,UCK8sQmJBp8GCxrOtXWBpyEA,google
GOPUSA,Right,NA,https://www.gopusa.com,teamgopusa,0.75,UCxPGBjVPEYQuGa3Ty7gwEoA,bobbyeberle13
Göteborgs Posten,Right-center,Sweden,https://www.gp.se,goteborgsposten,0.2352941176,UC_0-CVRy3rbgAMyEBxXMAcw,GoteborgsPosten
Gothamist,Left-center,USA,https://gothamist.com,gothamist,1,UCY_2VeS5Q9_sMZRhtvF0c5Q,
Governing Magazine,Left-center,NA,https://www.governing.com,governing,1,UCC416ff98feAAkAmieb23qw,GoverningMagazine
Government Accountability Institute,Right,NA,http://www.g-a-i.org,peterschweizer,0.1052631579,UChxJIY_QqTNWfJdQsJVG3jA,
Government Accountability Project (GAP),Left-center,USA,https://whistleblower.org,govacctproj,0.1666666667,UCviOLLdWe7AlouLDFErQYag,GovAcctProjTV
Government Executive,Left-center,USA,https://www.govexec.com,govexec,1,UCibPXLjzOTH65czLITwI05Q,
GovTrack,Center,NA,https://www.govtrack.us,govtrack,1,UCL1f7AGknZWFmXWv6bpJzXg,
GQ Magazine,Left,USA,https://www.gq.com,gqmagazine,0.3333333333,UCsEukrAd64fqA7FjwkmZ_Dw,GQVideos
Grabien News,Right,USA,https://news.grabien.com,grabienmedia,0.7368421053,UCd-n6wFyjm-nvpq2d9c9cLQ,GrabienMedia
Grasping Reality With Both Hands: Bradford DeLong,Left,USA,https://www.bradford-delong.com,delong,0.5714285714,,
Great Falls Tribune,Center,USA,https://www.greatfallstribune.com,gftribune,0.6923076923,UCQyYG_LCuvVvlJ1v0a5O3KA,
Greeley Tribune,Right-center,USA,https://www.greeleytribune.com,greeleytribune,1,UC7MnTnQ-iSU_dqA3QvQoj7A,ncoloradonews
Green Bay Press Gazette,Center,USA,https://www.greenbaypressgazette.com,gbpressgazette,0.8235294118,UCIIk6UGjbYRAiMrydknMKKg,gbpressgazette
Green Left Weekly,Left,Australia,https://www.greenleft.org.au,greenleftonline,0.75,UC8W1PDkZhEDTV9H31hwJQqQ,greenlefttv
Greensboro News and Record,Left-center,USA,https://www.greensboro.com,newsandrecord,0.347826087,UC5QmrOsYUS5DKOpgVQ9NaFQ,greensboronr
Greentech Media,Left-center,NA,https://www.greentechmedia.com,greentechmedia,1,UCOotVvzwM_kIiUpj5S4y8Jg,greentechmedia
Greenville News,Center,USA,https://www.greenvilleonline.com,greenvillenews,0.8,UCl-tOPrYj-arumuX7A-0KcQ,
Grist,Left-center,NA,https://grist.org,grist,1,UC7ga3FLMFOOpMQwaYoW42bw,GristTV
Group of Thirty,Center,USA,https://group30.org,groupof30,0.875,UCsSYyXkI1nRxVHgQRniMjFw,
Guardian Liberty Voice,Left,NA,https://guardianlv.com,ifrackle,0.2222222222,,
Guardians of Democracy,Left,USA,https://theguardiansofdemocracy.com,guardemocracy,0.7222222222,UCOzT3fyPN7uTGUIha0YIl_g,
Guido Fawkes,Right,United Kingdom,https://order-order.com,guidofawkes,0.1818181818,UC5dksSIeCegztrYbSY5IgqA,
Gulf News,Right-center,NA,https://gulfnews.com,gulf_news,0.9411764706,UCXTuTQZarVcFR_fgQXvsLpw,GulfNewsTV
Gun Violence Archive,Left-center,USA,https://www.gunviolencearchive.org,gundeaths,0.4444444444,,
Guns.com,Right-center,USA,https://www.guns.com,guns_com,0.6666666667,UCO5IIlCZ9FZMM1tPC0rja0A,Gunscom
Haaretz,Left,Israel,https://www.haaretz.com,haaretzcom,0.8235294118,UCJboXXfoy9Ik4MKU9cpA-Uw,haaretzcom
Hanford Sentinel,Center,USA,https://hanfordsentinel.com,hanfordsentinel,1,UC32kiS2kCcfWJI0u6XJ4Rcw,HanfordSentinel
Harper’s Magazine,Left-center,USA,https://harpers.org,harpers,1,,
Harvard Business Review,Center,USA,https://hbr.org,harvardbiz,0.3076923077,UCWo4IA01TXzBeGJJKWHOG9g,HarvardBusiness
Harvard Gazette,Center,NA,https://news.harvard.edu,harvard,1,UCLv7Gzc3VTO6ggFlXY0sOyw,Harvard
Harvard Political Review,Left-center,USA,https://harvardpolitics.com,harvardpolitics,1,UC4crbddp1Oroq01LSUEjsrQ,HarvardPolitics
Hastings Tribune,Center,USA,http://www.hastingstribune.com,hastingstribune,1,UCyoHa0h7CIj0-W6K3HKS5kA,
Health Magazine,Left-center,USA,https://www.health.com,goodhealth,0.75,UCF11Yrx9bAy2Q6j6lgo0JwQ,HealthDotCom
Healthcare Finance News,Center,NA,https://www.healthcarefinancenews.com,hc_finance,0.5806451613,,
HealthyWay,Left-center,NA,https://www.healthyway.com,healthywaymedia,0.8,UCH2atiUfcQQUayKtIhfJZYQ,
Heavy,Left-center,USA,https://heavy.com,heavysan,0.7692307692,UCDH6W-YM39hL0_vgeB3EDsA,heavy
Helsingin Sanomat,Left-center,Finland,https://www.hs.fi,hsfi,0.6666666667,UCjchIbq7CGYxApD2k2kW4zA,HelsinginSanomat1
Helsinki Times,Left-center,Finland,https://www.helsinkitimes.fi,helsinkitimes,1,UCsX1r-6PC7qvHJu1X6S1ZBA,
Herald & Review (Illinois),Center,USA,https://herald-review.com,heraldandreview,0.8571428571,UCSx3UZMZ_f0-UVYPKUAi2OA,heraldandreview
Herald Sun,Right-center,NA,https://www.heraldsun.com.au,theheraldsun,0.8571428571,UCNkV2_eCEfIAlsbyZk5A_Cw,heraldsunonline
Heritage Foundation,Right,USA,https://www.heritage.org,heritage,1,UC5bEfSFTYQVfLCwkhBt8NtQ,HeritageFoundation
HermanCain.com,Right,NA,https://hermancain.com,thehermancain,0.8695652174,UCsRq2PbttxbBJYK49n58L1A,
Heterodox Academy,Right-center,NA,https://heterodoxacademy.org,hdxacademy,0.7692307692,UCMg03HgM23qYC7TL2NM1F7g,
High Country News,Left-center,USA,https://www.hcn.org,highcountrynews,0.3333333333,UCcsABlXkft9BcOixi-WSfkA,highcountrynews
High Point Enterprise,Right-center,USA,https://hpenews.com,hpenterprise,0.6315789474,UC4RioddjHLDXjErUH1lpvhw,
Highline,Left-center,NA,https://highline.huffingtonpost.com,highline,0.2727272727,,
Hill Reporter,Left,USA,https://hillreporter.com,hillreporter,1,UCj01Tpnz4KfJh8DV1d2P1BQ,
Hindustan Times,Left-center,NA,https://www.hindustantimes.com,httweets,0.1818181818,UCm7lHFkt2yB_WzL67aruVBQ,ht
History News Network,Left-center,USA,http://historynewsnetwork.org,myhnn,0.2608695652,UC2mcfqlxA-6ei8RcXoraqGA,hnneditor
Hoax Slayer,Center,Australia,https://www.hoax-slayer.net,hoaxslayer,0.9523809524,UCW5AktW8PdP88Pa0tgCVY6w,
Hollywood Reporter,Left-center,USA,https://www.hollywoodreporter.com,thr,0.2,UCZ8Sxmkweh65HetaZfR8YuA,thrnetwork
Homeland Security News Wire,Center,USA,http://www.homelandsecuritynewswire.com,hsnwire,0.3870967742,,
Honest Reporting,Right-center,NA,https://honestreporting.com,honestreporting,1,UCxb2M5GmklFJxkRbH3pGM4Q,HonestReportingVideo
Honolulu Civil Beat,Left-center,USA,https://www.civilbeat.org,civilbeat,1,UCZW7rxzor_SN0wabU5M9QyQ,civilbeat
Honolulu Star Advertiser,Left-center,USA,https://www.staradvertiser.com,staradvertiser,1,UCoMkJtubO2MhiCktOkUAi7Q,StarAdvertiser
Hoover Institution,Right-center,USA,https://www.hoover.org,hooverinst,0.75,UCzWwWbbKHg4aodl0S35R6XA,hooverinstitution
HotAir,Right,USA,https://hotair.com,hotairblog,0.75,,
Houston Chronicle,Left-center,USA,https://www.chron.com,houstonchron,0.5882352941,UCnqTK-gPZiJ7hlT4xyvMQ0g,
How To Geek,Center,USA,https://www.howtogeek.com,howtogeek,1,UC5i_-pE1CH9R9klmqTQxasw,howtogeek
Hudson Institute,Right,USA,https://www.hudson.org,hudsoninstitute,0.5714285714,UCq2C-2ncAhp_e9scyJNatpw,hudsoninstitute
HuffPost,Left,USA,https://www.huffpost.com,huffpost,1,UCZfsrIV68Oegr5bJgAMLBDA,HuffingtonPost
Human Events,Right,USA,https://humanevents.com,humanevents,1,UCkbFg3fDjlHr486c8bCDE5A,humanevents
Human Progress,Right-center,USA,https://humanprogress.org,humanprogress,1,UCCL3e0CCHc1iCri5mcurV7w,HumanProgressOrg
Human Rights Campaign (HRC),Left,USA,https://www.hrc.org,hrc,1,UCHZeKyjqpK9diTD1g4yDl5g,hrcmedia
Human Rights Watch,Left-center,NA,https://www.hrw.org,hrw,1,UCoS-mm5bC5eY07AaKntKzgw,HumanRightsWatch
Humanium,Left-center,NA,https://www.humanium.org,humanium_en,0.8421052632,UCsyPS7Kq2CANRINVGv6As-A,
Hurriyet,Right,Turkey,https://www.hurriyet.com.tr,hurriyettekno,0.7619047619,UCyp5QIMVodVaYWXp7sHV-6Q,hurriyettvcom
I Bleed Red White and Blue,Right,USA,http://ibleedredwhiteblue.com,patriotibrwb,0.3333333333,UCzh2eDmZDomey_WwEMwU5_w,
I24 News,Center,Israel,https://www.i24news.tv,i24news_en,0.8235294118,UCvHDpsWKADrDia0c99X37vg,i24News
Ice News,Left-center,NA,https://www.icenews.is,icenews,1,,
ICitizen,Center,USA,https://icitizen.com,icitizen,1,UCs2W0x69tb0MIJN2afbOTqg,
Idaho Statesman,Center,USA,https://www.idahostatesman.com,idahostatesman,1,UC6PiEr5ig3dT2lje5sCUnRw,idahostatesman
If Americans Knew,Left-center,USA,https://ifamericansknew.org,ifamericansknew,1,UCXLRhe7EQV3rg-bdK0cr1zw,IfAmericansKnewVideo
IHS Janes 360,Center,NA,https://www.janes.com,janesintel,0.6666666667,UCEC1WX1I030Ss6oNk7ynsBA,
Illinois Policy Institute,Right,USA,https://www.illinoispolicy.org,libertyleaderil,0.1379310345,UCCGS7RkJpH5nFNKczvXV6Dw,illinoispolicy
iMediaEthics,Center,USA,https://www.imediaethics.org,imediaethics,1,UC9Fo4saVRXPV16iiiCDQ60A,stinkyjournalism
Imprimis (Hillsdale College),Right,USA,https://imprimis.hillsdale.edu,hcimprimis,0.3157894737,UCudqVyQYnmi8NwWfd11Rmvw,hillsdalecollege
In Defence of Marxism,Left,NA,https://www.marxist.com,marxistcom,0.8235294118,UCtO2zDQt-AhF6SwYbXDdFKA,marxistcom
In Homeland Security,Right-center,USA,https://inhomelandsecurity.com,inhomelandblog,0.625,,
In These Times,Left,USA,https://inthesetimes.com,inthesetimesmag,0.8888888889,,
Inc. Magazine,Center,USA,https://www.inc.com,inc,1,UCC69dxCZQB9VURlHQ8wesPA,incmagazine
Independent Australia,Left-center,Australia,https://independentaustralia.net,independentaus,0.8235294118,UCaAEXEe9wKJ1c1BmtG1p4jw,IndependentAus
Independent Journal Review,Right,NA,https://ijr.org,theijr,0.6666666667,UC5k4fQj-z0jEQBpd-VFwbIw,
Independent Record (Montana),Center,USA,https://helenair.com,helenaironline,0.7272727273,,
Independent Sentinel,Right,USA,https://www.independentsentinel.com,indiesentinel,0.75,UCqNfXxfww4ATBZsbv64nwRg,
Independent Voter Network (IVN),Center,NA,https://ivn.us,ivn,1,UCtT3loFk1B2BC3R3R31TI3w,
Independent Women’s Forum (IWF),Right,USA,https://www.iwf.org,iwf,1,UCg_s5BRCyjhOHbOyZQC3gDg,IWF06
IndexMundi,Center,USA,https://www.indexmundi.com,indexmundi,1,,
India Times,Right-center,India,https://www.indiatimes.com,indiatimes,1,UCwiQNfQWsp4v4N2GRAhTAvg,indiatimes
India.com,Right-center,India,https://www.india.com,indiacom,0.7692307692,UC8eEZ-l5z_zzG8GT0Tu0PaA,indiadotcom
Indianapolis Star,Center,USA,https://www.indystar.com,indystar,1,UCgXtchDNMuAxu30Q-cQNTcQ,indianapolisstar
Inequality Media,Left,NA,https://www.inequalitymedia.org,inequalitymedia,1,UCuDv5p8E-evaRSh542hDV5g,
iNews,Left-center,United Kingdom,https://inews.co.uk,theipaper,0.2857142857,UCoSkllfpgmFHtbVK835QaQg,
Informed Comment,Left,NA,https://www.juancole.com,infcomment,0.4444444444,,
Inforum (The Forum of Fargo Moorhead),Right-center,USA,https://www.inforum.com,inforum,1,,
Inland Valley Daily Bulletin,Center,USA,https://www.dailybulletin.com,ivdailybulletin,0.9285714286,UCMh5MYFzDDu7dF8f8r1qUIQ,
Inquisitr,Left-center,USA,https://www.inquisitr.com,theinquisitr,0.8571428571,UCVykXnNvvMNLM6q0l7V4ivA,
Inside Edition,Left-center,USA,https://www.insideedition.com,insideedition,1,UC9k-yiEpRHMNVOnOi_aQK8w,cbstvdinsideedition
Inside Higher Ed,Left-center,NA,https://www.insidehighered.com,insidehighered,1,UCFqFEoChllBJi7E9MAuZ9WQ,InsideHigherEd
Inside Philanthropy,Left-center,USA,https://www.insidephilanthropy.com,insidephilanthr,0.9090909091,UCOURHa5O1tfrqZXsl_P5lXw,
